Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
buffDamageResist5ABLPLongDesc,buffs,Buff,,,Increases critical hit resistance by an additional +20% when indoors.\nReduces all damage taken by -10% when below 33% health.,,,,,,屋内での重症耐性が更に20%増加。\n体力が33%以下のとき全てのダメージ軽減率が10%減少。,,,,Увеличивает сопротивление критическому урону на +20% в помещении.\nСнижает получаемый урон на -10% если здоровье ниже 33%.,,室内时暴击抗性额外增加+20%。\n生命值低于33%时受到的所有伤害减少-10%。,室內時暴擊抵抗力額外增加 +20%。\n生命值低於 33% 時所受的所有傷害減少 -10%。
buffNoiseMultiplierLPName,buffs,Buff,,,Graceful,,,,,,優雅,,,,Грация,,优雅,優雅
buffNoiseMultiplier1LPLongDesc,buffs,Buff,,,Reduces action noise by an additional -2% while crouching.,,,,,,しゃがんでいる間の動作音を更に2%軽減。,,,,Снижает шум от действий на -2% в положении приседа.,,蹲伏时动作噪音额外降低-2%。,下蹲時動作噪音額外降低 -2%。
buffNoiseMultiplier2LPLongDesc,buffs,Buff,,,Reduces action noise by an additional -4% while crouching.,,,,,,しゃがんでいる間の動作音を更に4%軽減。,,,,Снижает шум от действий на -4% в положении приседа.,,蹲伏时动作噪音额外降低-4%。,下蹲時動作噪音額外降低 -4%。
buffNoiseMultiplier3LPLongDesc,buffs,Buff,,,Reduces action noise by an additional -6% while crouching.,,,,,,しゃがんでいる間の動作音を更に6%軽減。,,,,Снижает шум от действий на -6% в положении приседа.,,蹲伏时动作噪音额外降低-6%。,下蹲時動作噪音額外降低 -6%。
buffNoiseMultiplier4LPLongDesc,buffs,Buff,,,Reduces action noise by an additional -8% while crouching.,,,,,,しゃがんでいる間の動作音を更に8%軽減。,,,,Снижает шум от действий на -8% в положении приседа.,,蹲伏时动作噪音额外降低-8%。,下蹲時動作噪音額外降低 -8%。
buffNoiseMultiplier5ALPLongDesc,buffs,Buff,,,Reduces action noise by an additional -10% while crouching.,,,,,,しゃがんでいる間の動作音を更に10%軽減。,,,,Снижает шум от действий на -10% в положении приседа.,,蹲伏时动作噪音额外降低-10%。,下蹲時動作噪音額外降低 -10%。
buffNoiseMultiplier5BLPLongDesc,buffs,Buff,,,Reduces action noise by an additional -10% during nighttime.,,,,,,夜間では動作音を更に10%軽減。,,,,Снижает шум от действий на -10% в ночное время.,,夜晚时动作噪音额外降低-10%。,夜間時動作噪音額外降低 -10%。
buffNoiseMultiplier5ABLPLongDesc,buffs,Buff,,,Reduces action noise by an additional -10% while crouching.\nReduces action noise by an additional -10% during nighttime.,,,,,,しゃがんでいる間の動作音を更に10%軽減。\n夜間では動作音を更に10%軽減。,,,,Снижает шум от действий на -10% в положении приседа.\nСнижает шум от действий на -10% в ночное время.,,蹲伏时动作噪音额外降低-10%。\n夜晚时动作噪音额外降低-10%。,下蹲時動作噪音額外降低 -10%。\n夜間時動作噪音額外降低 -10%。
buffJumpFallLPName,buffs,Buff,,,Freerunning,,,,,,フリーランニング,,,,Лёгкость,,城市疾走,飛躍道
buffJumpFall5BLPLongDesc,buffs,Buff,,,Increases sprint jump height by +2 meters when outdoors.,,,,,,屋外でのスプリントジャンプの高さが2メートル増加。,,,,Увеличивает высоту прыжка на +2 метра на открытом воздухе.,,户外冲刺时跳跃的高度增加+2米。,戶外衝刺時跳躍的高度增加 +2 米。
buffDismemberChanceLPName,buffs,Buff,,,Precision,,,,,,精度,,,,Точность,,精密度,精準度
buffDismemberChanceLPLongDesc,buffs,Buff,,,Additional dismember chance to unaware target.,,,,,,無警戒の対象へ追加の切断確率。,,,,Дополнительный шанс расчленения для ничего не подозревающей цели.,,对未察觉的目标额外肢解几率。,對未察覺的目標額外斷肢機率。
buffFoodWaterLossLPName,buffs,Buff,,,Metabolism,,,,,,新陳代謝,,,,Метаболизм,,代谢,新陳代謝
buffFoodWaterLoss5ALPLongDesc,buffs,Buff,,,Increases food absorption from eating by +25% when satiation.,,,,,,飽食時に食事による食物吸収が25%増加。,,,,Увеличивает усвоение пищи при её приеме на +25% во время насыщения.,,饱腹感时的进食吸收量增加+25%。,飽足感時的進食吸收量增加 +25%。
buffFoodWaterLoss5BLPLongDesc,buffs,Buff,,,Increases water absorption from drinking by +25% when hydration.,,,,,,水分補給時に飲料からの水分吸収が25%増加。,,,,Увеличивает всасывание воды из питья на +25% во время уталения жажды.,,水分充足时的饮水吸收量增加+25%。,水分充足時的飲水吸收量增加 +25%。
buffFoodWaterLoss5ABLPLongDesc,buffs,Buff,,,Increases food absorption from eating by +25% when satiation.\nIncreases water absorption from drinking by +25% when hydration.,,,,,,飽食時に食事による食物吸収が25%増加。\n水分補給時に飲料からの水分吸収が25%増加。,,,,Увеличивает усвоение пищи при её приеме на +25% во время насыщения.\nУвеличивает всасывание воды из питья на +25% во время уталения жажды.,,饱腹感时的进食吸收量增加+25%。\n水分充足时的饮水吸收量增加+25%。,飽足感時的進食吸收量增加 +25%。\n水分充足時的飲水吸收量增加 +25%。
buffExperienceLPName,buffs,Buff,,,Fast Learner,,,,,,速い学習者,,,,Быстро обучаемый,,快学者,速學者
buffExperience1LPLongDesc,buffs,Buff,,,Increases all XP gained by an additional +5% during nighttime.,,,,,,夜間だと獲得経験値が更に5%増加。,,,,Увеличивает весь получаемый опыт на +5% в ночное время.,,夜晚时所有获得的经验值额外增加+5%。,夜間時所有獲得的經驗值額外增加 +5%。
buffExperience2LPLongDesc,buffs,Buff,,,Increases all XP gained by an additional +10% during nighttime.,,,,,,夜間だと獲得経験値が更に10%増加。,,,,Увеличивает весь получаемый опыт на +10% в ночное время.,,夜晚时所有获得的经验值额外增加+10%。,夜間時所有獲得的經驗值額外增加 +10%。
buffExperience3LPLongDesc,buffs,Buff,,,Increases all XP gained by an additional +15% during nighttime.,,,,,,夜間だと獲得経験値が更に15%増加。,,,,Увеличивает весь получаемый опыт на +15% в ночное время.,,夜晚时所有获得的经验值额外增加+15%。,夜間時所有獲得的經驗值額外增加 +15%。
buffExperience4LPLongDesc,buffs,Buff,,,Increases all XP gained by an additional +20% during nighttime.,,,,,,夜間だと獲得経験値が更に20%増加。,,,,Увеличивает весь получаемый опыт на +20% в ночное время.,,夜晚时所有获得的经验值额外增加+20%。,夜間時所有獲得的經驗值額外增加 +20%。
buffExperience5ALPLongDesc,buffs,Buff,,,Increases all XP gained by an additional +25% during nighttime.,,,,,,夜間だと獲得経験値が更に25%増加。,,,,Увеличивает весь получаемый опыт на +25% в ночное время.,,夜晚时所有获得的经验值额外增加+25%。,夜間時所有獲得的經驗值額外增加 +25%。
buffExperience5BLPLongDesc,buffs,Buff,,,Increases all XP gained by an additional +25% when satiation.,,,,,,飽食時に全ての獲得経験値が更に25%増加。,,,,Увеличивает весь получаемый опыт на +25% во время насыщения.,,饱腹感时所有获得的经验值额外增加+25%。,飽足感時所有獲得的經驗值額外增加 +25%。
buffExperience5CLPLongDesc,buffs,Buff,,,Increases all XP gained by an additional +25% when hydration.,,,,,,水分補給時に全ての獲得経験値が更に25%増加。,,,,Увеличивает весь получаемый опыт на +25% во время уталения жажды.,,水分充足时所有获得的经验值额外增加+25%。,水分充足時所有獲得的經驗值額外增加 +25%。
buffExperience5ABLPLongDesc,buffs,Buff,,,Increases all XP gained by an additional +25% during nighttime.\nIncreases all XP gained by an additional +25% when satiation.,,,,,,夜間だと獲得経験値が更に25%増加。\n飽食時に全ての獲得経験値が更に25%増加。,,,,Увеличивает весь получаемый опыт на +25% в ночное время.\nУвеличивает весь получаемый опыт на +25% во время насыщения.,,夜晚时所有获得的经验值额外增加+25%。\n饱腹感时所有获得的经验值额外增加+25%。,夜間時所有獲得的經驗值額外增加 +25%。\n飽足感時所有獲得的經驗值額外增加 +25%。
buffExperience5BCLPLongDesc,buffs,Buff,,,Increases all XP gained by an additional +25% when satiation.\nIncreases all XP gained by an additional +25% when hydration.,,,,,,飽食時に全ての獲得経験値が更に25%増加。\n水分補給時に全ての獲得経験値が更に25%増加。,,,,Увеличивает весь получаемый опыт на +25% во время насыщения.\nУвеличивает весь получаемый опыт на +25% во время уталения жажды.,,饱腹感时所有获得的经验值额外增加+25%。\n水分充足时所有获得的经验值额外增加+25%。,飽足感時所有獲得的經驗值額外增加 +25%。\n水分充足時所有獲得的經驗值額外增加 +25%。
